month,payer_id,location_id,claims,charge_amount,allowed_amount,net_allowed_after_denial,paid_amount_total
2022-01-31,PY002,LC0041,5,2359.3,2269.17,2269.17,2151.94
2022-01-31,PY002,LC0042,13,7682.23,7402.13,7402.13,6915.48
2022-01-31,PY002,LC0043,10,7554.820000000001,7353.2,6643.65,6309.04
2022-01-31,PY002,LC0044,1,1663.29,1879.4,1879.4,1723.37
2022-01-31,PY002,LC0046,12,8772.24,8759.59,8522.04,8103.67
2022-01-31,PY002,LC0047,13,6128.71,6532.49,6375.38,6057.98
2022-01-31,PY002,LC0048,1,50.11,49.68,49.68,47.47
2022-01-31,PY002,LC0049,15,7723.139999999999,7582.97,6310.57,6073.14
2022-01-31,PY002,LC0050,1,733.03,681.4,681.4,647.71
2022-01-31,PY002,LC0052,5,3037.1099999999997,2988.99,2988.99,2797.77
2022-01-31,PY003,LC0001,8,6927.18,6827.37,6243.33,5992.54
2022-01-31,PY003,LC0002,1,193.12,219.68,219.68,200.96
2022-01-31,PY003,LC0003,3,1174.42,1116.4,915.01,871.5600000000001
2022-01-31,PY003,LC0004,6,6385.08,6372.78,6372.78,5898.83
2022-01-31,PY003,LC0005,7,8094.650000000001,8246.75,7807.85,7340.26
2022-01-31,PY003,LC0006,8,4764.16,4833.03,4082.85,3971.74
2022-01-31,PY003,LC0007,2,949.9,1029.23,1029.23,961.3800000000001
2022-01-31,PY003,LC0008,2,1508.03,1530.4499999999998,1530.4499999999998,1447.94
2022-01-31,PY003,LC0009,7,5181.21,5220.04,4458.58,4161.74
2022-01-31,PY003,LC0010,2,604.3299999999999,655.94,619.61,567.38
2022-01-31,PY003,LC0011,3,1683.1299999999999,1656.8899999999999,1511.0,1417.65
2022-01-31,PY003,LC0013,2,1446.33,1316.79,1316.79,1235.51
2022-01-31,PY003,LC0014,1,355.98,345.55,345.55,329.05
2022-01-31,PY003,LC0015,10,12628.689999999999,12847.54,10271.970000000001,9853.79
2022-01-31,PY003,LC0016,1,558.23,527.74,527.74,485.31
2022-01-31,PY003,LC0017,5,3360.0899999999997,3172.36,3172.36,3033.94
2022-01-31,PY003,LC0018,10,8607.27,8357.79,8357.79,8147.13
2022-01-31,PY003,LC0019,16,19373.96,19185.86,18583.27,17726.53
2022-01-31,PY003,LC0020,2,693.78,668.18,668.18,650.1700000000001
2022-01-31,PY003,LC0021,6,3304.94,3420.09,3420.09,3291.74
2022-01-31,PY003,LC0022,8,4849.27,4789.41,4789.41,4488.57
2022-01-31,PY003,LC0023,2,455.75,478.39,478.39,469.78
2022-01-31,PY003,LC0024,1,338.82,369.19,369.19,340.23
2022-01-31,PY003,LC0025,7,4412.46,4464.0599999999995,4391.23,4229.4
2022-01-31,PY003,LC0026,8,4788.82,4812.65,4812.65,4578.12
2022-01-31,PY003,LC0027,5,1775.08,1792.65,1792.65,1713.56
2022-01-31,PY003,LC0028,12,10760.880000000001,10553.88,10553.88,9885.32
2022-01-31,PY003,LC0029,1,1899.27,2057.23,2057.23,1990.17
2022-01-31,PY003,LC0030,3,2991.17,3340.91,3340.91,3150.0499999999997
2022-01-31,PY003,LC0031,5,6149.99,6262.33,6262.33,5914.0
2022-01-31,PY003,LC0032,4,2525.08,2486.91,2486.91,2378.68
2022-01-31,PY003,LC0033,4,3053.49,3376.5,3376.5,3287.39
2022-01-31,PY003,LC0035,8,4404.96,4648.7300000000005,4648.7300000000005,4448.04
2022-01-31,PY003,LC0036,8,5333.44,5567.29,5567.29,5305.8
2022-01-31,PY003,LC0037,6,6593.99,6210.49,6210.49,5913.0199999999995
2022-01-31,PY003,LC0038,4,2963.04,3168.4999999999995,3168.4999999999995,2991.09
2022-01-31,PY003,LC0039,4,5310.69,4817.93,4817.93,4653.6
2022-01-31,PY003,LC0041,2,1526.62,1622.27,1622.27,1508.47
2022-01-31,PY003,LC0042,12,10366.359999999999,9975.74,9975.74,9455.92
2022-01-31,PY003,LC0043,10,8792.380000000001,8782.59,7895.4400000000005,7464.0599999999995
2022-01-31,PY003,LC0045,1,285.91,259.88,259.88,235.59
2022-01-31,PY003,LC0046,8,6847.07,6787.88,6787.88,6459.63
2022-01-31,PY003,LC0047,9,6716.47,6847.37,6847.37,6426.65
2022-01-31,PY003,LC0048,4,2501.71,2434.73,2279.42,2198.9
2022-01-31,PY003,LC0049,20,17345.01,16496.69,16055.2,15522.82
2022-01-31,PY003,LC0051,2,593.84,522.42,522.42,494.24
2022-01-31,PY003,LC0052,14,8382.51,8178.25,8178.25,7575.74
2022-01-31,PY004,LC0001,12,12196.09,12393.28,12393.28,11820.27
2022-01-31,PY004,LC0003,6,2024.23,2145.53,2145.53,2008.4
2022-01-31,PY004,LC0004,1,197.49,218.69,218.69,199.78
2022-01-31,PY004,LC0005,14,9287.539999999999,9397.61,9397.61,8942.15
2022-01-31,PY004,LC0006,9,7109.5,7399.740000000001,7399.740000000001,6834.39
2022-01-31,PY004,LC0007,3,1955.9299999999998,1780.27,1780.27,1669.0700000000002
2022-01-31,PY004,LC0008,3,8131.66,8409.01,8409.01,7815.53
2022-01-31,PY004,LC0009,11,10395.300000000001,10337.65,10337.65,9763.73
2022-01-31,PY004,LC0010,5,2014.65,1975.81,1975.81,1830.28
2022-01-31,PY004,LC0011,5,1664.76,1723.04,1723.04,1593.46
2022-01-31,PY004,LC0013,1,493.19,499.64,499.64,486.11
2022-01-31,PY004,LC0015,12,12843.21,12872.06,12525.77,11948.0
2022-01-31,PY004,LC0016,2,686.38,659.47,659.47,625.15
2022-01-31,PY004,LC0017,3,8854.58,8324.13,8324.13,7702.83
2022-01-31,PY004,LC0018,6,2436.44,2296.62,2296.62,2160.02
2022-01-31,PY004,LC0019,19,32156.519999999997,32230.03,32230.03,30453.920000000002
2022-01-31,PY004,LC0020,2,1678.29,1745.3700000000001,1745.3700000000001,1673.23
2022-01-31,PY004,LC0021,6,6102.42,6314.85,6314.85,5876.98
2022-01-31,PY004,LC0022,4,3846.1,3709.5,3709.5,3537.25
2022-01-31,PY004,LC0023,1,506.94,438.77,438.77,422.19
2022-01-31,PY004,LC0025,7,5191.94,5372.86,4390.0,4138.1
2022-01-31,PY004,LC0026,9,8548.38,8149.5199999999995,7586.59,7230.01
2022-01-31,PY004,LC0027,12,13797.18,14568.93,11884.6,11420.09
2022-01-31,PY004,LC0028,17,13489.28,13569.89,12780.36,12248.92
2022-01-31,PY004,LC0029,3,1967.04,2124.26,1713.3400000000001,1632.17
2022-01-31,PY004,LC0031,7,4795.719999999999,4716.85,4716.85,4500.32
2022-01-31,PY004,LC0032,1,630.35,616.62,616.62,557.04
2022-01-31,PY004,LC0033,5,3296.71,3325.25,3325.25,3202.5699999999997
2022-01-31,PY004,LC0034,1,1056.7,922.57,922.57,900.19
2022-01-31,PY004,LC0035,5,6228.040000000001,6002.76,6002.76,5598.77
2022-01-31,PY004,LC0036,6,2819.89,2755.94,2755.94,2586.08
2022-01-31,PY004,LC0037,5,2666.82,2810.38,2810.38,2671.2400000000002
2022-01-31,PY004,LC0038,5,2248.15,2099.9,1844.31,1764.9899999999998
2022-01-31,PY004,LC0039,7,5807.52,5942.95,3688.4,3463.66
2022-01-31,PY004,LC0040,2,5417.0199999999995,5797.35,5797.35,5656.89
2022-01-31,PY004,LC0041,6,2382.29,2416.7799999999997,2416.7799999999997,2268.75
2022-01-31,PY004,LC0042,12,5373.45,5630.25,5630.25,5294.32
2022-01-31,PY004,LC0043,10,4322.18,4227.77,4189.7,3930.43
2022-01-31,PY004,LC0045,2,934.79,1017.87,1017.87,1003.28
2022-01-31,PY004,LC0046,20,18739.629999999997,17695.239999999998,17695.239999999998,16727.94
2022-01-31,PY004,LC0047,7,5123.9400000000005,4894.49,4564.0,4346.26
2022-01-31,PY004,LC0048,3,2829.79,2992.2,2992.2,2791.7000000000003
2022-01-31,PY004,LC0049,10,8106.2,7735.030000000001,7306.17,6968.42
2022-01-31,PY004,LC0052,12,8852.21,8917.07,8917.07,8494.46
2022-01-31,PY005,LC0001,13,11468.619999999999,11013.97,10745.98,10043.79
2022-01-31,PY005,LC0003,4,2917.08,2813.7999999999997,2813.7999999999997,2642.0099999999998
2022-01-31,PY005,LC0004,2,1023.97,1033.83,675.22,626.18
2022-01-31,PY005,LC0005,10,7189.09,7792.150000000001,7792.150000000001,7280.46
2022-01-31,PY005,LC0006,6,3558.9500000000003,3452.94,3452.94,3299.57
2022-01-31,PY005,LC0008,2,1108.8,1166.97,1166.97,1124.8400000000001
2022-01-31,PY005,LC0009,9,5400.62,5649.2699999999995,5649.2699999999995,5426.49
2022-01-31,PY005,LC0010,2,605.11,566.83,566.83,515.32
2022-01-31,PY005,LC0011,6,6571.4,6520.59,6520.59,6153.98
2022-01-31,PY005,LC0012,1,488.67,505.3,505.3,463.02
2022-01-31,PY005,LC0013,5,2697.54,2670.16,2670.16,2555.39
2022-01-31,PY005,LC0015,19,14771.279999999999,14414.9,13001.22,12515.42
2022-01-31,PY005,LC0016,5,4284.04,4096.78,4096.78,3983.74
2022-01-31,PY005,LC0017,5,3325.9,3331.54,3244.21,2997.7200000000003
2022-01-31,PY005,LC0018,5,3367.99,3229.56,3229.56,3186.17
2022-01-31,PY005,LC0019,12,9405.64,9765.71,9765.71,9248.4
2022-01-31,PY005,LC0020,1,776.01,834.86,834.86,822.29
2022-01-31,PY005,LC0021,1,411.84,411.49,411.49,370.57
2022-01-31,PY005,LC0022,5,6301.46,6218.84,6218.84,5972.79
2022-01-31,PY005,LC0023,3,531.88,519.12,519.12,496.03999999999996
2022-01-31,PY005,LC0024,1,163.9,145.46,145.46,141.51
2022-01-31,PY005,LC0025,6,4764.44,4581.11,4581.11,4449.2
2022-01-31,PY005,LC0026,5,3323.93,3124.42,3124.42,3006.05
2022-01-31,PY005,LC0027,8,9411.72,8962.99,8962.99,8615.21
2022-01-31,PY005,LC0028,16,12744.51,12372.8,11622.77,11097.75
2022-01-31,PY005,LC0029,1,222.46,247.86,247.86,232.57
2022-01-31,PY005,LC0030,1,127.39,140.27,140.27,126.67
2022-01-31,PY005,LC0031,6,7410.360000000001,6781.91,6781.91,6285.65
2022-01-31,PY005,LC0032,5,2326.5,2276.29,2276.29,2116.2799999999997
2022-01-31,PY005,LC0033,8,6342.68,6231.650000000001,6231.650000000001,5938.9400000000005
2022-01-31,PY005,LC0034,2,662.49,680.24,680.24,629.4300000000001
2022-01-31,PY005,LC0035,7,7328.5599999999995,7547.43,5612.42,5423.09
2022-01-31,PY005,LC0036,2,1602.43,1425.24,1425.24,1347.05
2022-01-31,PY005,LC0037,8,3554.19,3529.9700000000003,3458.6800000000003,3296.56
2022-01-31,PY005,LC0038,5,7190.01,6776.070000000001,6776.070000000001,6262.3
2022-01-31,PY005,LC0039,6,5690.5599999999995,5238.4400000000005,4015.7599999999998,3829.1000000000004
2022-01-31,PY005,LC0040,1,1345.22,1416.4,1416.4,1372.66
2022-01-31,PY005,LC0041,5,2707.81,2730.46,2730.46,2551.99
2022-01-31,PY005,LC0042,11,10129.35,9541.17,9541.17,9206.65
2022-01-31,PY005,LC0043,11,7107.9400000000005,7018.71,7018.71,6738.849999999999
2022-01-31,PY005,LC0045,1,727.93,647.4,647.4,587.67
2022-01-31,PY005,LC0046,9,14687.499999999998,15701.02,15374.26,14951.04
2022-01-31,PY005,LC0047,7,5448.95,5329.99,4949.24,4812.6
2022-01-31,PY005,LC0048,3,5120.57,5164.530000000001,4959.72,4678.8
2022-01-31,PY005,LC0049,18,12175.36,12194.07,12194.07,11495.460000000001
2022-01-31,PY005,LC0050,1,348.28,364.41,364.41,344.89
2022-01-31,PY005,LC0052,11,14140.36,14227.37,14227.37,13547.51
2022-01-31,PY005,LC0053,1,521.9,548.2,548.2,542.13
2022-01-31,PY006,LC0001,13,7651.9400000000005,7460.42,6873.7300000000005,6484.65
2022-01-31,PY006,LC0002,1,219.8,231.06,231.06,213.76
2022-01-31,PY006,LC0003,5,2625.49,2590.19,2590.19,2467.44
2022-01-31,PY006,LC0004,3,3964.9900000000002,4040.59,3477.53,3228.8900000000003
2022-01-31,PY006,LC0005,11,7205.09,7141.38,7141.38,6813.26
2022-01-31,PY006,LC0006,15,8399.36,8556.89,8357.92,7900.57
2022-01-31,PY006,LC0007,2,908.46,850.3,850.3,808.37
2022-01-31,PY006,LC0008,3,2185.9300000000003,2153.14,2153.14,2081.6
2022-01-31,PY006,LC0009,7,4806.2300000000005,4725.26,4725.26,4363.33
2022-01-31,PY006,LC0010,1,72.26,74.73,74.73,67.5
2022-01-31,PY006,LC0011,8,4804.42,4767.05,3973.91,3709.9700000000003
2022-01-31,PY006,LC0013,1,397.29,376.58,376.58,346.57
2022-01-31,PY006,LC0014,1,586.77,561.51,561.51,516.18
2022-01-31,PY006,LC0015,15,8751.02,8495.02,8495.02,8150.3
2022-01-31,PY006,LC0016,1,934.05,994.75,994.75,971.84
2022-01-31,PY006,LC0017,5,3134.5099999999998,3162.77,2797.79,2610.6099999999997
2022-01-31,PY006,LC0018,12,12270.48,12104.619999999999,12016.68,11416.0
2022-01-31,PY006,LC0019,12,7376.25,7002.469999999999,5078.16,4791.22
2022-01-31,PY006,LC0020,1,343.49,355.38,355.38,321.25
2022-01-31,PY006,LC0021,5,2801.16,2715.6,2715.6,2559.24
2022-01-31,PY006,LC0022,9,8568.869999999999,8405.39,8405.39,7923.32
2022-01-31,PY006,LC0023,4,1404.2,1431.29,1431.29,1362.13
2022-01-31,PY006,LC0025,7,10000.68,9950.26,9950.26,9656.29
2022-01-31,PY006,LC0026,8,6576.98,6908.650000000001,6613.39,6257.27
2022-01-31,PY006,LC0027,5,877.5600000000001,835.18,835.18,789.97
2022-01-31,PY006,LC0028,19,19880.38,20325.22,20325.22,19632.95
2022-01-31,PY006,LC0029,5,4997.83,4876.25,4876.25,4496.469999999999
2022-01-31,PY006,LC0030,2,1919.49,1902.56,1902.56,1737.08
2022-01-31,PY006,LC0031,9,4574.06,4397.43,4397.43,4133.53
2022-01-31,PY006,LC0032,1,459.3,459.58,459.58,423.65
2022-01-31,PY006,LC0033,4,2871.64,2854.69,2259.46,2208.16
2022-01-31,PY006,LC0035,8,6046.68,6155.97,6155.97,5833.34
2022-01-31,PY006,LC0036,4,2431.42,2437.75,2437.75,2313.0099999999998
2022-01-31,PY006,LC0037,4,2702.33,2700.7400000000002,2700.7400000000002,2514.06
2022-01-31,PY006,LC0038,4,1734.55,1588.0,1514.6299999999999,1440.8
2022-01-31,PY006,LC0039,10,6600.01,6864.01,6864.01,6460.11
2022-01-31,PY006,LC0041,8,5777.97,5572.0,5572.0,5249.26
2022-01-31,PY006,LC0042,11,9786.59,9769.32,8492.15,8132.12
2022-01-31,PY006,LC0043,7,6709.55,7102.13,7102.13,6692.040000000001
2022-01-31,PY006,LC0046,5,2114.08,2213.89,2213.89,2136.2200000000003
2022-01-31,PY006,LC0047,9,8241.31,8365.4,8365.4,7657.58
2022-01-31,PY006,LC0048,1,507.6,494.24,494.24,489.89
2022-01-31,PY006,LC0049,16,6447.14,6393.58,5573.52,5273.92
2022-01-31,PY006,LC0051,1,546.54,475.89,475.89,455.68
2022-01-31,PY006,LC0052,13,6313.5599999999995,6372.45,6372.45,6029.37
2022-01-31,PY007,LC0001,8,4045.95,4060.75,3880.14,3722.8799999999997
2022-01-31,PY007,LC0002,2,446.55,406.76,406.76,381.31
2022-01-31,PY007,LC0003,7,5638.91,5308.54,5308.54,5008.46
2022-01-31,PY007,LC0004,3,4875.700000000001,5242.0,3872.04,3791.38
2022-01-31,PY007,LC0005,9,7075.789999999999,7320.01,7320.01,7074.58
2022-01-31,PY007,LC0006,13,7351.84,6949.900000000001,6860.6,6408.4
2022-01-31,PY007,LC0008,3,3449.8199999999997,3085.4900000000002,3085.4900000000002,2966.9399999999996
2022-01-31,PY007,LC0009,11,9015.93,8995.460000000001,8995.460000000001,8421.5
2022-01-31,PY007,LC0010,1,102.88,113.33,113.33,109.82
2022-01-31,PY007,LC0011,4,2125.6400000000003,2127.58,2127.58,1991.33
2022-01-31,PY007,LC0012,1,868.01,936.49,936.49,876.76
2022-01-31,PY007,LC0013,4,2217.24,2377.83,2169.8199999999997,2011.94
2022-01-31,PY007,LC0014,1,69.5,78.76,78.76,78.35
2022-01-31,PY007,LC0015,11,6080.7,6412.16,6412.16,6038.56
2022-01-31,PY007,LC0016,4,4299.49,4120.68,4120.68,3903.05
2022-01-31,PY007,LC0017,1,278.9,299.09,299.09,269.51
2022-01-31,PY007,LC0018,8,11982.27,11689.44,11689.44,11123.07
2022-01-31,PY007,LC0019,12,8970.8,8633.11,8633.11,8236.380000000001
2022-01-31,PY007,LC0020,1,1430.93,1614.88,1614.88,1576.07
2022-01-31,PY007,LC0021,2,1255.0900000000001,1282.6100000000001,1282.6100000000001,1244.19
2022-01-31,PY007,LC0022,4,1720.29,1661.95,1661.95,1588.5
2022-01-31,PY007,LC0023,3,2120.1800000000003,1959.25,1959.25,1799.53
2022-01-31,PY007,LC0025,4,2503.67,2751.88,2751.88,2560.75
2022-01-31,PY007,LC0026,7,8010.700000000001,7839.43,7839.43,7304.38
2022-01-31,PY007,LC0027,8,10011.88,10496.19,9706.56,9206.57
2022-01-31,PY007,LC0028,23,23719.98,23014.44,21619.6,20344.68
2022-01-31,PY007,LC0029,2,529.93,547.02,547.02,519.05
2022-01-31,PY007,LC0030,2,1150.38,1170.8400000000001,1170.8400000000001,1149.83
2022-01-31,PY007,LC0031,11,8607.88,8377.72,8377.72,7896.99
2022-01-31,PY007,LC0032,2,499.09000000000003,460.28000000000003,460.28000000000003,424.28999999999996
2022-01-31,PY007,LC0033,7,7611.84,7645.61,7645.61,7045.39
2022-01-31,PY007,LC0034,3,1551.95,1594.19,1594.19,1517.04
2022-01-31,PY007,LC0035,7,3680.58,3709.43,3678.08,3420.62
2022-01-31,PY007,LC0036,2,1223.64,1260.91,1031.44,1010.8900000000001
2022-01-31,PY007,LC0037,5,2796.02,2793.96,2793.96,2645.38
2022-01-31,PY007,LC0038,2,917.48,945.6199999999999,945.6199999999999,874.24
2022-01-31,PY007,LC0039,5,2898.95,2850.1,2850.1,2696.93
2022-01-31,PY007,LC0040,2,3205.75,3007.9700000000003,3007.9700000000003,2835.85
2022-01-31,PY007,LC0041,11,6375.33,6559.05,6559.05,6218.22
2022-01-31,PY007,LC0042,7,5764.719999999999,5558.58,5558.58,5162.33
2022-01-31,PY007,LC0043,9,6467.67,6202.57,6202.57,5970.660000000001
2022-01-31,PY007,LC0046,9,10380.47,10568.69,10568.69,9859.99
2022-01-31,PY007,LC0047,12,9869.32,10212.33,10212.33,9752.24
2022-01-31,PY007,LC0049,22,19141.5,19286.809999999998,19232.54,18285.31
2022-01-31,PY007,LC0051,1,611.62,649.9,649.9,619.41
2022-01-31,PY007,LC0052,10,14260.949999999999,14286.94,14286.94,13825.44
2022-01-31,PY007,LC0053,1,176.49,201.05,201.05,190.06
2022-01-31,PY008,LC0001,19,12898.84,12676.73,12068.869999999999,11538.42
2022-01-31,PY008,LC0002,3,1587.19,1742.0400000000002,1742.0400000000002,1681.9100000000003
2022-01-31,PY008,LC0003,2,1372.3600000000001,1352.26,1352.26,1295.97
2022-01-31,PY008,LC0004,2,1034.73,956.1500000000001,956.1500000000001,895.9000000000001
2022-01-31,PY008,LC0005,6,8383.06,8234.74,8234.74,7815.27
2022-01-31,PY008,LC0006,7,2780.22,2692.2799999999997,2448.95,2366.82
2022-01-31,PY008,LC0007,1,879.56,914.07,914.07,891.03
2022-01-31,PY008,LC0009,9,11937.17,12286.91,11529.97,10964.58
2022-01-31,PY008,LC0010,3,2454.93,2636.16,2636.16,2580.08
2022-01-31,PY008,LC0011,8,4067.44,4059.09,4059.09,3831.15
2022-01-31,PY008,LC0012,2,885.74,915.25,915.25,872.5500000000001
2022-01-31,PY008,LC0013,2,505.83000000000004,513.81,513.81,499.28
2022-01-31,PY008,LC0015,17,7682.4,7841.75,7144.17,6748.15
2022-01-31,PY008,LC0016,3,1973.43,1932.76,1743.31,1658.63
2022-01-31,PY008,LC0017,4,2836.0699999999997,2678.88,2678.88,2639.52
2022-01-31,PY008,LC0018,11,15324.599999999999,15759.26,15759.26,14802.310000000001
2022-01-31,PY008,LC0019,26,23391.93,23563.65,23452.46,22241.920000000002
2022-01-31,PY008,LC0020,3,1276.58,1441.27,1441.27,1324.42
2022-01-31,PY008,LC0021,2,1354.46,1325.24,1325.24,1237.6299999999999
2022-01-31,PY008,LC0022,6,6685.299999999999,6804.02,6059.84,5861.88
2022-01-31,PY008,LC0023,2,1337.45,1489.31,1199.36,1143.99
2022-01-31,PY008,LC0025,6,5266.94,5265.25,4826.14,4600.24
2022-01-31,PY008,LC0026,6,4973.03,4901.12,4901.12,4630.24
2022-01-31,PY008,LC0027,5,4054.06,4395.93,4395.93,4056.67
2022-01-31,PY008,LC0028,29,35388.73,34704.31,32793.73,31044.26
2022-01-31,PY008,LC0030,6,3126.33,3194.93,3194.93,3045.2700000000004
2022-01-31,PY008,LC0031,15,9742.5,9553.74,9553.74,9062.880000000001
2022-01-31,PY008,LC0032,2,877.43,985.3699999999999,985.3699999999999,936.6600000000001
2022-01-31,PY008,LC0033,5,6022.7,6036.62,6036.62,5689.5599999999995
2022-01-31,PY008,LC0034,2,5565.85,5656.259999999999,5656.259999999999,5294.070000000001
2022-01-31,PY008,LC0035,6,6403.32,6727.92,6727.92,6289.54
